2005-08	0	0	0	0	0	0	0	0	0	0	0
2005-09	0	0	0	0	0	0	0	0	0	0	0
2005-10	0	0	0	0	0	0	0	0	0	0	0
2005-11	0	0	0	0	0	0	0	0	0	0	0
2005-12	0	0	0	0	0	0	0	0	0	0	0
2006-01	0	0	0	0	0	0	0	0	0	0	0
2006-02	0	0	0	0	0	0	0	0	0	0	0
2006-03	0	0	0	0	0	0	0	0	0	0	0
2006-04	0	0	0	0	0	0	0	0	0	0	0
2006-05	0	0	0	0	0	0	0	0	0	0	0
2006-06	0	0	0	0	0	0	0	0	0	0	0
2006-07	0	0	0	0	0	0	0	0	0	0	0
2006-08	0	0	0	0	0	0	0	0	0	0	0
2006-09	0	0	0	0	0	0	0	0	0	0	0
2006-10	0	0	0	0	0	0	0	0	0	0	0
2006-11	0	0	0	0	0	0	0	0	0	0	0
2006-12	0	0	0	0	0	0	0	0	0	0	0
2007-01	0	0	0	0	0	0	0	0	0	0	0
2007-02	0	0	0	0	0	0	0	0	0	0	0
2007-03	0	0	0	0	0	0	0	0	0	0	0
2007-04	0	0	0	0	0	0	0	0	0	0	0
2007-05	0	0	0	0	0	0	0	0	0	0	0
2007-06	0	0	0	0	0	0	0	0	0	0	0
2007-07	0	0	0	0	0	0	0	0	0	0	0
2007-08	0	0	0	0	0	0	0	0	0	0	0
2007-09	0	0	0	0	0	0	0	0	0	0	0
2007-10	0	0	0	0	0	0	0	0	0	0	0
2007-11	0	0	0	0	0	0	0	0	0	0	0
2007-12	0	0	0	0	0	0	0	0	0	0	0
2008-01	0	0	0	0	0	0	0	0	0	0	0
2008-02	0	0	0	0	0	0	0	0	0	0	0
2008-03	0	0	0	0	0	0	0	0	0	0	0
2008-04	0	0	0	0	0	0	0	0	0	0	0
2008-05	0	0	0	0	0	0	0	0	0	0	0
2008-06	0	0	0	0	0	0	0	0	0	0	0
2008-07	0	0	0	0	0	0	0	0	0	0	0
2008-08	0	0	0	0	0	0	0	0	0	0	0
2008-09	0	0	0	0	0	0	0	0	0	0	0
2008-10	0	0	0	0	0	0	0	0	0	0	0
2008-11	0	0	0	0	0	0	0	0	0	0	0
2008-12	0	0	0	0	0	0	0	0	0	0	0
2009-01	0	0	0	0	0	0	0	0	0	0	0
2009-02	0	0	0	0	0	0	0	0	0	0	0
2009-03	0	0	0	0	0	0	0	0	0	0	0
2009-04	0	0	0	0	0	0	0	0	0	0	0
2009-05	0	0	0	0	0	0	0	0	0	0	0
2009-06	0	0	0	0	0	0	0	0	0	0	0
2009-07	0	0	0	0	0	0	0	0	0	0	0
2009-08	0	0	0	0	0	0	0	0	0	0	0
2009-09	0	0	0	0	0	0	0	0	0	0	0
2009-10	0	0	0	0	0	0	0	0	0	0	0
2009-11	0	0	0	0	0	0	0	0	0	0	0
2009-12	0	0	0	0	0	0	0	0	0	0	0
2010-01	0	0	0	0	0	0	0	0	0	0	0
2010-02	0	0	0	0	0	0	0	0	0	0	0
2010-03	0	0	0	0	0	0	0	0	0	0	0
2010-04	0	0	0	0	0	0	0	0	0	0	0
2010-05	0	0	0	0	0	0	0	0	0	0	0
2010-06	0	0	0	0	0	0	0	0	0	0	0
2010-07	0	0	0	0	0	0	0	0	0	0	0
2010-08	0	0	0	0	0	0	0	0	0	0	0
2010-09	0	0	0	0	0	0	0	0	0	0	0
2010-10	0	0	0	0	0	0	0	0	0	0	0
2010-11	0	0	0	0	0	0	0	0	0	0	0
2010-12	0	0	0	0	0	0	0	0	0	0	0
2011-01	0	0	0	0	0	0	0	0	0	0	0
2011-02	0	0	0	0	0	0	0	0	0	0	0
2011-03	0	0	0	0	0	0	0	0	0	0	0
2011-04	0	0	0	0	0	0	0	0	0	0	0
2011-05	0	0	0	0	0	0	0	0	0	0	0
2011-06	0	0	0	0	0	0	0	0	0	0	0
2011-07	0	0	0	0	0	0	0	0	0	0	0
2011-08	0	0	0	0	0	0	0	0	0	0	0
2011-09	0	0	0	0	0	0	0	0	0	0	0
2011-10	0	0	0	0	0	0	0	0	0	0	0
2011-11	0	0	0	0	0	0	0	0	0	0	0
2011-12	0	0	0	0	0	0	0	0	0	0	0
2012-01	0	0	0	0	0	0	0	0	0	0	0
2012-02	0	0	0	0	0	0	0	0	0	0	0
2012-03	0	0	0	0	0	0	0	0	0	0	0
2012-04	0	0	0	0	0	0	0	0	0	0	0
2012-05	0	0	0	0	0	0	0	0	0	0	0
2012-06	0	0	0	0	0	0	0	0	0	0	0
2012-07	0	0	0	0	0	0	0	0	0	0	0
2012-08	0	0	0	0	0	0	0	0	0	0	0
2012-09	0	0	0	0	0	0	0	0	0	0	0
2012-10	0	0	0	0	0	0	0	0	0	0	0
2012-11	0	0	0	0	0	0	0	0	0	0	0
2012-12	0	0	0	0	0	0	0	0	0	0	0
2013-01	0	0	0	0	0	0	0	0	0	0	0
2013-02	0	0	0	0	0	0	0	0	0	0	0
2013-03	0	0	0	0	0	0	0	0	0	0	0
2013-04	0	0	0	0	0	0	0	0	0	0	0
2013-05	0	0	0	0	0	0	0	0	0	0	0
2013-06	0	0	0	0	0	0	0	0	0	0	0
2013-07	0	0	0	0	0	0	0	0	0	0	0
2013-08	0	0	0	0	0	0	0	0	0	0	0
2013-09	0	0	0	0	0	0	0	0	0	0	0
2013-10	0	0	0	0	0	0	0	0	0	0	0
2013-11	0	0	0	0	0	0	0	0	0	0	0
2013-12	0	0	0	0	0	0	0	0	0	0	0
2014-01	0	0	0	0	0	0	0	0	0	0	0
2014-02	0	0	0	0	0	0	0	0	0	0	0
2014-03	0	0	0	0	0	0	0	0	0	0	0
2014-04	1	0	0	0	0	0	0	0	0	0	0
2014-05	1	0	0	0	0	0	0	0	0	0	0
2014-06	1	0	0	0	0	0	0	0	0	0	0
2014-07	1	0	0	0	0	0	0	0	0	0	0
2014-08	1	0	0	0	0	0	0	0	0	0	0
2014-09	1	0	0	0	0	0	0	0	0	0	0
2014-10	1	0	0	0	0	0	0	0	0	0	0
2014-11	1	0	0	0	0	0	0	0	0	0	0
2014-12	1	0	0	0	0	0	0	0	0	0	0
2015-01	1	0	0	0	0	0	0	0	0	0	0
2015-02	1	0	0	0	0	0	0	0	0	0	0
2015-03	1	0	0	0	0	0	0	0	0	0	0
2015-04	1	0	0	0	0	0	0	0	0	0	0
2015-05	1	0	0	0	0	0	0	0	0	0	0
2015-06	1	0	0	0	0	0	0	0	0	0	0
2015-07	1	0	0	0	0	0	0	0	0	0	0
2015-08	1	0	0	0	0	0	0	0	0	0	0
2015-09	1	0	0	0	0	0	0	0	0	0	0
2015-10	1	0	0	0	0	0	0	0	0	0	0
2015-11	1	0	0	0	0	0	0	0	0	0	0
2015-12	1	0	0	0	0	0	0	0	0	0	0
2016-01	1	0	0	0	0	0	0	0	0	0	0
2016-02	1	0	0	0	0	0	0	0	0	0	0
2016-03	1	0	0	0	0	0	0	0	0	0	0
2016-04	1	0	0	0	0	0	0	0	0	0	0
2016-05	1	0	0	0	0	0	0	0	0	0	0
2016-06	3	0	0	0	0	0	0	0	0	0	0
2016-07	4	1	3	0	0	0	0	0	0	0	0
2016-08	7	1	3	0	0	0	0	0	0	0	1
2016-09	21	1	7	0	1	0	0	0	0	0	1
2016-10	22	1	12	0	1	0	0	0	0	0	1
2016-11	23	3	13	0	2	0	0	1	0	0	1
2016-12	23	7	13	0	2	0	0	1	0	0	2
2017-01	27	10	13	0	2	0	0	1	0	0	3
2017-02	28	10	13	1	3	0	1	1	0	0	6
2017-03	32	11	13	1	3	0	1	1	1	0	6
2017-04	39	11	13	2	3	0	1	1	1	0	6
2017-05	44	12	15	2	3	0	2	2	1	0	7
2017-06	73	19	49	6	8	0	2	7	5	0	16
2017-07	319	25	78	18	17	0	2	11	7	2	24
2017-08	374	29	84	18	27	0	2	11	7	2	28
2017-09	390	30	86	19	28	6	2	11	7	2	28
2017-10	398	33	89	20	29	6	2	11	7	2	40
2017-11	405	34	90	21	31	6	5	11	7	3	46
2017-12	414	38	96	22	34	6	5	13	8	4	53
2018-01	425	38	98	22	59	6	5	13	8	4	61
2018-02	446	40	98	22	76	10	5	13	8	4	68
2018-03	455	41	100	22	80	11	5	13	10	4	78
2018-04	461	42	101	22	87	16	6	13	10	5	88
2018-05	468	42	104	22	96	17	6	13	10	5	99
2018-06	498	45	109	23	113	17	6	14	10	5	110
2018-07	503	48	113	23	134	17	6	14	10	6	120
2018-08	526	49	115	24	143	17	6	14	11	6	123
